id,type,text1,text2,text3,text4,text5,notes
shuttlepod,SHIP,Um pequeno e ágil ônibus de transferência de pessoal suficiente para transportar os principais oficiais de qualquer nave do Setor.,,,,,
buffalo,SHIP,"A escolha padrão para transporte médio de carga no Setor, o cargueiro classe Búfalo exemplifica o princípio de 'Carregar-e-Rezar' predominante no transporte do Setor.

Com apenas um único pequeno ponto de montagem de arma, o casco da nave não passa de um grande motor com uma minúscula seção de alojamento da tripulação e garras de carga. Um capitão que levar esta nave para fora sem um comboio raramente terá a chance de cometer o mesmo erro duas vezes. Incapaz de realizar qualquer manobra de combate que se assemelhe a isso, os propulsores laterais dos navios classe Búfalo são projetados apenas para permitir que ele atracar quando (e se) atingir seu destino.

Os motores da nave são o maior contribuinte para o custo do casco, que, embora baixo, ainda está dentro das normas para um cargueiro médio. O maior fator contribuinte para sua onipresença é o fato de que o projeto desta nave geralmente é codificado diretamente no banco de dados de projetos de todo estaleiro orbital.",,,,,
enforcer,SHIP,"As naves da classe Enforcer geralmente servem em funções de defesa de sistemas ou escolta de comboios. Seu projeto apresenta boa blindagem e múltiplos pontos duros para armas balísticas, enquanto o desempenho dos escudos é um tanto decepcionante.

Os projetos da nave exigem muitos componentes semelhantes aos encontrados nas naves de batalha da classe Onslaught, sugerindo que os projetos foram criados durante um período semelhante de expansão militar no Domínio. A classe Enforcer apresenta escolhas de projeto de sistemas de armas diretas e sem firulas, anteparos resistentes e é muito respeitada por suas tripulações.

Difícil de ser superada em um confronto entre destruidores, a Enforcer raramente participa de batalhas maiores devido à visão comum de que sua baixa velocidade a torna uma responsabilidade. Ainda assim, as doutrinas de ordem de batalha da Hegemonia mandam que uma esquadra de Enforcers seja anexada como proteção para as naves de batalha da classe Onslaught. A facilidade logística com que componentes compartilhados podem ser usados por ambos os tipos de naves é exatamente o tipo de detalhe que entusiasma os burocratas de logística da Hegemonia.",,,,,
condor,SHIP,"A classe Condor tem amplo serviço no Setor, pois este porta-aviões convertido de cargueiro é, para muitos Estados independentes, a maneira mais fácil de obter capacidade de caças para suas organizações. Mesmo com espaço limitado de convés de voo, a Condor cumpre sua função, contando com sua blindagem resistente, excelente resistência dos anteparos e um pacote de armas respeitável (para um porta-aviões leve).

Esse projeto de porta-aviões leve é derivado de cargueiros da classe Tarsus modificados por catadores e piratas desesperados. O processo de conversão já foi uma tarefa complexa que exigia instalações de doca espacial, mas hoje em dia qualquer forja capaz de lidar com um casco padrão da classe Tarsus que aceite um chip de modificação personalizado produzirá algo igualmente bom.

Alguns no Setor argumentam que até mesmo o Domínio, com todo o seu conhecimento tecnológico, dependia de conversões semelhantes para usar de maneira mais eficiente uma frota mercante durante períodos de hostilidades intensificadas na vasta fronteira galáctica. Outros apontam que não está claro quão onipresente essa abordagem era — poderia ter havido frotas de Condors vagando pelo espaço do Domínio, mas há poucas evidências concretas disso. Esses dados foram todos perdidos no Colapso.",,,,,
sunder,SHIP,"Um destruidor avançado, mas frágil, que remonta à ascensão da ""Escola de Cruzadores"" do meio ao final da era humana do Domínio, a classe Sunder foi projetada para fornecer um reforço de poder de fogo pesado durante ações de frota combinada de longo alcance da Armada do Domínio, então espalhada.

Melhor usado como parte de uma força-tarefa mista com escoltas, o Sunder possui armas poderosas voltadas para frente, mas capacidades defensivas limitadas que o deixam vulnerável a caças e ataques de flanco por fragatas rápidas.",,,,,
hammerhead,SHIP,"Um destruidor intermediário da era de ouro do Domínio, a classe Hammerhead é respeitada por sua resistência em batalha, bem como por suas capacidades balísticas.",,,,,
phaeton,SHIP,Um petroleiro médio com capacidade de combustível suficiente para apoiar uma frota maior. O serviço de petroleiro é frequentemente considerado punitivo na Hegemonia — há pouca oportunidade de distinção e menos chances de sobrevivência caso ocorra contato direto com o inimigo.,,,,,
crig,SHIP,"Projetado originalmente para auxiliar na montagem de naves grandes e instalações orbitais, os guindastes de salvamento têm pórticos e manipuladores usados para recuperar cascos abandonados e extrair materiais úteis de destroços e campos de detritos. A estrutura em si não tem capacidade de carga ou combustível e requer suprimentos abundantes para manutenção. Aumenta o salvamento não-combativo obtido, com operações mais difíceis podendo usar mais guindastes.",,,,,
prometheus,SHIP,"Um petroleiro de grande capacidade usado para transportar quantidades estratégicas de combustível entre mundos. Ao contrário de seus primos menores, o Prometheus apresenta um arsenal defensivo razoável para proteger sua carga valiosa e volátil.",,,,,
monitor,SHIP,"Uma raridade entre as naves, o Monitor é resultado da linha de pensamento de que ""às vezes, a melhor defesa é realmente a melhor defesa"". Possui torres de armas com arcos amplos e uma modificação única de ""desvio de fluxo"" em seus sistemas de energia, construída especialmente para aliviar o fluxo gerado pelos escudos. De fato, o Monitor compensa a falta de manobrabilidade e poder de fogo com a capacidade de resistir a bombardeios prolongados de munição inimiga.

Embora sua natureza experimental seja talvez um sinal da inovação que eras de turbulência parecem inspirar, permanece controverso se o foco defensivo radical do Monitor é uma bênção ou uma armadilha. Várias falhas dramáticas em patrulhas de proteção de comboios foram explicadas por representantes de Relações Públicas da Ko Combine como culpa de táticas inadequadas empregadas por comandantes de comboio. A Ko Combine mantém que, quando posicionado corretamente em uma situação de combate e apoiado por caças — como bigorna e martelo, respectivamente — simulações demonstram que o Monitor aumenta significativamente a sobrevivência de comboios contra ataques médios de piratas. Críticos proeminentes ainda discordam.",,,,,
cerberus,SHIP,"O Cerberus é valorizado por oferecer um equilíbrio custo-efetivo entre capacidade de carga e poder de combate suficiente para seu tamanho, desencorajando a pirataria casual e resultando em taxas de seguro mais baixas em comparação com cargueiros civis padrão da era do Domínio. O Cerberus é amplamente considerado hoje uma escolha sábia para comerciantes independentes no Setor.

Em tempos passados, antes da queda do sistema de Portais, quando a autoridade do Domínio reinava, cargueiros com capacidade de combate como o Cerberus tinham uso restrito apenas nas bordas de raras zonas de guerra ou em regiões especialmente incivilizadas da galáxia onde as patrulhas da Armada do Domínio eram escassas. O treinamento de combate da tripulação, a manutenção de armas e a perda de massa/impulso causada por blindagem mais pesada eram vistos como custos desnecessários. Mas esta é uma nova era cheia de perigos e oportunidades lucrativas; as capacidades do Cerberus deram nova vida ao casco nas rotas comerciais.",,,,,
heron,SHIP,"O Heron oferece a mobilidade estratégica e tática de um cruzador com potencial de poder de fogo limitado apenas pelos caças disponíveis. É o acompanhamento perfeito para a frota rápida e agressiva de um almirante que sabe quando tomar a iniciativa, atacar rapidamente e recuar enquanto as forças inimigas ainda estão respondendo à ameaça.

Historicamente, o Heron representou uma mudança na estratégia da Armada do Domínio, de uma doutrina de naves capitais pesadas baseada em poder de fogo avassalador para um foco em caças e cruzadores de apoio que permitem concentrar poder de fogo suficiente rapidamente em pontos fracos — uma mudança estratégica que se reverteria naturalmente como uma reação tradicional de cada geração sucessiva de oficiais da Armada. Esse processo ocorria novamente nos ciclos imediatamente anteriores à queda do sistema de Portais e, de certa forma, em um golpe para a chamada ""Escola de Cruzadores"", a visionária Altair Exotech venceu a licitação do projeto Heron sobre o tradicional fabricante de naves de guerra pesadas da Armada, os Estaleiros Orion.

No entanto, a mudança doutrinal representada pelo Heron foi interrompida pelo isolamento do Colapso, e, como tal, raramente é encontrada em frotas centrais da Hegemonia (cujos oficiais ainda se apegam à tradição). Essa classe, entretanto, ganhou grande popularidade entre os mundos independentes, megacorporações e forças mercenárias do Setor, que tendem a operar frotas mais enxutas e rápidas.",,,,,
drover,SHIP,"O Drover é uma classe projetada pelo Comitê de Aquisições Navais do Domínio, dominado pela ""Escola de Cruzadores"", para fornecer uma plataforma de caças estrategicamente versátil (embora taticamente limitada) com baixa sobrecarga logística.

O contrato para o projeto do Drover foi vencido pelos Estaleiros Orion, o tradicional construtor de naves da Armada, em uma tentativa de recuperar participação de mercado perdida para os novos produtores navais. O resultado foi a 'pista de pouso voadora' ridicularizada por oficiais do Domínio como um comando mais adequado para um burocrata de logística do que para um capitão de navio de guerra. Reclamações nos escalões inferiores foram usadas pela velha facção da ""Escola de Naves Capitais"" para devolver o Drover ao comitê, alegando poder de fogo insuficiente para a classe de nave atender aos padrões (que não levavam em conta o potencial de ataque de novas classes de caças). Armado para cair em uma acusação de gasto excessivo massivo, o comitê simplesmente ordenou a instalação de quatro pontos duros de mísseis pequenos. Isso atendeu facilmente aos requisitos de poder de fogo e permitiu que o programa Drover prosseguisse com apenas pequenas alterações.",,,,,
hermes,SHIP,"O Hermes é um pequeno cargueiro confiável, frequentemente convertido para funções de transporte entre mundos de fronteira pobres. Suas instalações para tripulação e passageiros são descritas de forma caridosa como ""robustas"", mas consegue cumprir sua função com notável consistência apesar das primitivas instalações de manutenção que frequenta.

Na especificação de fábrica, o Hermes só é armado para ""evitar colisões ativas"", mas seu sistema de torres geralmente é atualizado para obter cobertura quase total, embora leve, de defesa de ponto que pode destruir mísseis perdidos ao escapar de zonas de combate ativo. Esse poder de fogo é modesto comparado a naves de combate dedicadas, então apenas um capitão louco ou verdadeiramente desesperado empregaria o Hermes em combate de linha de frente.",,,,,
ox,SHIP,"O rebocador da classe Ox carrega um estabilizador de campo de propulsão que permite que uma frota atinja um nível de queima maior. É raro ver mais do que um ou dois desses em uma frota, no entanto, devido ao consumo proibitivo de combustível e altos custos de manutenção.",,,,,
dram,SHIP,Um petroleiro leve com capacidade de combustível suficiente para mais do que dobrar o alcance efetivo de uma pequena força-tarefa ou comboio.,,,,,
vigilance,SHIP,"Uma fragata de apoio e assédio excelente, a classe Vigilance tem montagens híbridas e de mísseis superdimensionadas (para sua classe). Embora brilhe em um cenário de frota, pode ser facilmente sobrecarregada por grandes números de ameaças menores.",,,,,
brawler,SHIP,"Normalmente implantada para reforçar forças policiais de sistemas e segurança de autoridades portuárias, a fragata da classe Brawler é um projeto robusto que troca mobilidade (e conforto) por impressionante poder de fogo, blindagem e um gerador de energia de nível de destruidor.",,,,,
tempest,SHIP,"Um projeto assimétrico e avançado da última fase da Era de Expansão, a classe Tempest é a fragata de ataque quintessencial — rápida, letal e difícil de destruir.",,,,,
omen,SHIP,O Omen raramente é implantado devido ao custo associado à manutenção de uma nave tão tecnologicamente avançada. Seus excelentes escudos e o Emissor de PEM que carrega o tornam um escolta perfeito para naves maiores.,,,,,
lasher,SHIP,"Favorito de piratas e exércitos privados devido à onipresença dos projetos e ao perfil de suporte pouco exigente, as fragatas da classe Lasher carregam uma quantidade respeitável de poder de fogo balístico.

Capitães de Lasher geralmente são do tipo prático, que deixam suas armas falarem por si e vasculham os destroços de naves inimigas em vez de tentar meios mais diplomáticos ou sigilosos para realizar o trabalho. Na maioria das vezes, esse trabalho envolve atacar ou defender rapidamente comboios comerciais pequenos ou médios. As escoltas de caças leves e fragatas que geralmente protegem tais comboios mal conseguem lidar com a saraivada de projéteis que um Lasher pode lançar rapidamente. Se isso não resolver, o Lasher tem outra surpresa desagradável reservada: dois pontos duros para mísseis, geralmente equipados com mísseis do tipo ""acabador"", como o Harpoon MRM.",,,,,
mercury,SHIP,"Uma das menores naves do Setor equipada com um atuador de hiperpropulsão a bordo, esta classe é tipicamente usada para transportar VIPs ou mensageiros entre sistemas estelares com segurança.

Embora pequena, a classe Shuttle é equipada para o conforto e a segurança de seus potenciais passageiros VIP. É raro vê-la em combate; se um capitão tiver a infelicidade de estar em tal situação, logo se percebe o motivo: a maioria dos sistemas de energia a bordo é reservada para uso pelos módulos de suporte à vida, conforto e entretenimento, instalados para garantir que os passageiros não se entediem em viagens longas.",,,,,
hyperion,SHIP,"Uma avançada nave de ataque de ponta construída em torno de um sistema único de teletransporte de fase. A grade de energia integrada, um protótipo caprichoso, é difícil e cara de manter, mas oferece excelente desempenho de fluxo e escudos. A Hyperion foi projetada para 'subir de nível', usando posicionamento tático para escolher suas batalhas e engajar com uma carga de armas relativamente pesada para sua classe, instalada à custa da capacidade de defesa de ponto.

Considerada uma 'rainha hangar', a Hyperion é desprezada pelos intendentes, mas cobiçada pelos diretores de frota da Tri-Tachyon, que admiram a pureza da ambição sentida em seu projeto e aplicação.",,,,,
hound,SHIP,"Uma classe de fragata antiga, mas durável, que não possui um gerador de escudos. É mais usada para transportar carga, muitas vezes valiosa e, frequentemente, ilegal. Um oficial sortudo ou talentoso poderia fazer sua fortuna tendo a chance de comandar uma.",,,,,
wolf,SHIP,"Uma fragata tecnologicamente avançada com um eficiente gerador de escudos e um impressionante pacote de armas que permite que ela lute acima de seu peso. Essas mesmas características significam que seu núcleo de energia de nível fragata luta para acompanhar, tornando o gerenciamento cuidadoso de fluxo uma prioridade.",,,,,
thunder,SHIP,"Extremamente rápida, bem armada e com longo alcance de engajamento, a força do Thunder está em permitir que um porta-aviões projete rapidamente força no local desejado. Não é tão danosa quanto um bombardeiro ou tão resistente quanto um caça pesado, e vacilará se for forçada a um engajamento prolongado.",,,,,
warthog,SHIP,"Com blindagem superior e poder de fogo respeitável, o Warthog é capaz de trocar golpes com naves maiores, mas carece de armas anti-escudo. Um lançador de flares de distração ajuda a desviar o fogo de seus aliados mais vulneráveis.",,,,,
sarissa,SHIP,"Um modelo de caça defensivo antigo, mas confiável, cujo notável sistema de metralhadora de fragmentação é eficaz contra enxames de mísseis inimigos e as blindagens leves de caças adversários. Canhões automáticos leves duplos complementam o potencial de combate, fazendo com que naves inimigas maiores pensem duas vezes antes de atacar a nave-mãe do Sarissa.",,,,,
gladius,SHIP,"Rápido, letal e bem blindado, o Gladius se destaca por melhorar tanto o poder de fogo quanto a sobrevivência de grupos de interceptadores. No entanto, ao enfrentar oponentes duráveis, o pequeno número de naves em uma ala começa a pesar.",,,,,
mining_drone,SHIP,"Robusto e não tripulado, o Módulo de Mineração pode fornecer um pouco de distração e um pouco de suporte de fogo, e não muito mais. Incapaz de operar longe da nave-mãe.",,,,,
longbow,SHIP,"Rápido e equipado com um gerador de escudos, a missão do Longbow é lançar seu míssil cinético Sabot à distância e retornar ao porta-aviões para rearmar. Mais eficaz quando seu dano cinético anti-escudo é combinado com o de danificadores mais pesados.",,,,,
trident,SHIP,"Equipado com torpedos duplos da classe Atropos e um excelente gerador de escudos, o Trident é talvez o bombardeiro mais temido de todos. Sua eficácia é um pouco limitada por sua baixa velocidade máxima e perfil logístico exigente.",,,,,
piranha,SHIP,"O Piranha lança bombas convencionais não guiadas em massa, dependendo do momento para entregar as cargas. O potencial máximo de dano é extremo, mas a maioria dos alvos pode evitar ou abater muitos dos projéteis.",,,,,
broadsword,SHIP,"Resistente e ágil, o Broadsword carrega um lançador de flares de distração que desvia o fogo defensivo de alvos de alto valor, como bombardeiros e suas cargas. No entanto, pode falhar se for obrigado a desferir o golpe final.",,,,,
xyphos,SHIP,"Altamente blindado e armado com armas de longo alcance, o Xyphos é altamente eficaz em um papel de suporte próximo. Sua dependência de sistemas de mira e navegação de naves maiores significa que é incapaz de operar de forma independente.",,,,,
wasp,SHIP,"Rápidos e mortíferos, os drones Wasp geralmente superam e facilmente sobrecarregam formações de caças inimigos, enquanto suas minas Stinger impedem retardatários de passar. Diante de armamentos de defesa de ponto, sua fragilidade começa a pesar, mas a falta de piloto a bordo significa que as perdas são mais facilmente absorvidas.",,,,,
dagger,SHIP,"Armado com um torpedo altamente danoso, o Dagger é frágil, mas equipado com um gerador de escudos que geralmente permite que chegue à distância de lançamento. No entanto, mesmo um grande bombardeio de torpedos dificilmente passará por um fogo defensivo concentrado sem uma distração.",,,,,
talon,SHIP,"Rápido e barato, o Talon possui poder de fogo surpreendente e é capaz de eliminar caças inimigos. Também pode causar danos consideráveis a naves maiores quando usado em massa, embora tal uso geralmente resulte em pesadas perdas de pilotos.",,,,,
hoplon,SHIP,"O Khopesh pode lançar uma barragem de foguetes precisa e devastadora em seu alvo. Mais seguro e confiável em causar dano do que outros bombardeiros, mas não possui o mesmo potencial de dano.",,,,,
claw,SHIP,"Ágil e equipado com um gerador de escudos de baixa qualidade, a garra é principalmente um caça de suporte. O dano por PEM que causa é temporariamente debilitante para alvos mal blindados, mas é incapaz de causar muito dano permanente sozinho.",,,,,
drone_borer,SHIP,"Lento e pouco resistente, este drone de mineração modificado para combate ainda é capaz de manter os hostis afastados de sua nave-mãe por algum tempo. Em grupo, pode até representar uma ameaça crível para naves de combate menores.",,,,,
drone_terminator,SHIP,"Drone de defesa de ponto construído em torno do temido analisador de alvos Núcleo Terminator, que localiza pontos fracos transitórios em mísseis e caças com precisão infalível. Rumores sobre a IA do núcleo ocasionalmente excederem o nível delta geralmente permitido durante situações complexas de combate permanecem não comprovados.",,,,,
doom,SHIP,"Projetado quando a tecnologia de fase ainda era desconhecida e os detectores de fase não eram padrão em todos os pacotes de sensores, este cruzador perdeu a vantagem da surpresa — mas mantém um carregamento de armas perigoso e flexível.

Certos fenômenos psicológicos perturbadores foram relatados por membros sensíveis da tripulação após suportarem inúmeras transições rápidas de fase em condições de combate. Relatórios da Marinha do Domínio sobre o assunto nunca foram desclassificados e acredita-se terem sido perdidos desde o Colapso.",,,,,
shade,SHIP,"A menor nave de fase operada no Setor, a classe Sombra, é frequentemente usada como batedora para frotas maiores. Em batalha, é valorizada por almirantes de frota por sua capacidade de desativar naves inimigas com seu emissor de PEM.",,,,,
afflictor,SHIP,"Uma perigosa e rápida fragata de fase com um carregamento de armas poderoso o suficiente para derrubar naves muito mais pesadas. O Aflição possui um dispositivo que explora uma modificação única em sua matriz de bobinas de fase integrada para projetar um campo de entropia amplificada de forma anômala. Isso causa um aumento devastador na instabilidade destrutiva em sistemas delicados ou finamente ajustados quando a nave-alvo sofre eventos caóticos de alta energia, ou seja, danos de combate. Tudo o que pode dar errado, dá.",,,,,
harbinger,SHIP,"Um destruidor de fase mortal temido e desprezado pelas tripulações que tiveram a infelicidade de enfrentá-lo em batalha. O Arauto possui um dispositivo que permite desativar brevemente naves inimigas, criando aberturas que ele — ou seus aliados — podem explorar.

""A Tri-Tachyon Corporation nega as alegações de envolvimento contínuo em experimentos de fase, muito menos no — e cito — 'desenvolvimento e operação clandestinos de naves de guerra de fase', que, obviamente, violariam diretamente o Tratado de Tule. É política da Companhia prosseguir com a plena acusação de indivíduos, corpos mercantis, clados espirituais e quaisquer polities registradas que cometam difamação grave e flagrante ao máximo de seu poder jurisdicional, conforme os Acordos Comerciais do Setor do Ciclo 32 EC. Nossa equipe jurídica entrará em contato.""",,,,,
gremlin,SHIP,"Este antigo protótipo de fase nunca foi destinado à produção em massa, mas alguém conseguiu extrair seus projetos engenheirados reversamente do firmware de uma nanoforja. O esqueleto resultante do casco recebeu revestimento de blindagem padrão, um mero aceno de um módulo de suporte de vida e tantos mísseis quanto puderam ser espremidos nos espaços restantes.

O Duende, como ficou conhecido, é odiado por sua tripulação, que não só sofre com a honra duvidosa de um papel de ataque próximo, mas também com a lavagem perturbadora da bobina de fase do protótipo. O abuso de substâncias é onipresente. Uma navezinha horrível.",,,,,
bastillon,SHIP,"Embora máquinas de guerra automatizadas fossem proibidas no espaço central do Domínio, drones de guerra eram empregados discretamente fora do volume oficialmente incorporado. Guarnições de fronteira eram frequentemente reforçadas por navios-drones, e eram implantados livremente contra mundos rebeldes para desequilibrar a terrível balança de atrito, colocando o poder industrial do Domínio contra as vidas de 'lutadores pela liberdade'.

O Bastilhão foi um projeto promissor da Mbaye-Gogol para aumentar o tamanho de seu popular drone de guerra de defesa de ponto especializado, a classe Defensor. É maior, mais resistente, mais pesadamente armado — e consideravelmente mais lucrativo por unidade para o resultado final da MGA.",,,,,
berserker,SHIP,"Embora máquinas de guerra automatizadas fossem proibidas no espaço central do Domínio, drones de guerra eram empregados discretamente fora do volume oficialmente incorporado. Guarnições de fronteira eram frequentemente reforçadas por navios-drones, e eram implantados livremente contra mundos rebeldes para desequilibrar a terrível balança de atrito, colocando o poder industrial do Domínio contra as vidas de 'lutadores pela liberdade'.

O Berserker é um primo consideravelmente maior, mais armado e mais blindado da classe Guardião, projetado para uso contra oposição mais pesada. Como drone automatizado, os algoritmos de combate do Berserker pouco consideram sua própria sobrevivência, perseguindo e atacando seu alvo incessantemente até que um — ou o alvo — seja destruído.",,,,,
defender,SHIP,"Embora máquinas de guerra automatizadas fossem proibidas no espaço central do Domínio, drones de guerra eram empregados discretamente fora do volume oficialmente incorporado. Guarnições de fronteira eram frequentemente reforçadas por navios-drones, e eram implantados livremente contra mundos rebeldes para desequilibrar a terrível balança de atrito, colocando o poder industrial do Domínio contra as vidas de 'lutadores pela liberdade'.

O Defensor foi um dos drones de guerra mais comumente vistos usados pelo Domínio, pois era implantado para reforçar comboios de fronteira e postos avançados vulneráveis em um papel de defesa de ponto.",,,,,
sentry,SHIP,"Embora máquinas de guerra automatizadas fossem proibidas no espaço central do Domínio, drones de guerra eram empregados discretamente fora do volume oficialmente incorporado. Guarnições de fronteira eram frequentemente reforçadas por navios-drones, e eram implantados livremente contra mundos rebeldes para desequilibrar a terrível balança de atrito, colocando o poder industrial do Domínio contra as vidas de 'lutadores pela liberdade'.

O drone de guerra Sentinela é repleto de mísseis e fornece apoio de fogo automatizado barato para patrulhas de fronteira com poucos efetivos.",,,,,
warden,SHIP,"Embora máquinas de guerra automatizadas fossem proibidas no espaço central do Domínio, drones de guerra eram empregados discretamente fora do volume oficialmente incorporado. Guarnições de fronteira eram frequentemente reforçadas por navios-drones, e eram implantados livremente contra mundos rebeldes para desequilibrar a terrível balança de atrito, colocando o poder industrial do Domínio contra as vidas de 'lutadores pela liberdade'.

O Guardião era temido e odiado por piratas na fronteira do Domínio pela potência de fogo relativamente pesada que despejava sobre naves sem escudos. Frequentemente difamado na propaganda luddita como uma 'máquina assassina' pela agressão implacável que demonstrava quando ativado.",,,,,
picket,SHIP,"Embora máquinas de guerra automatizadas fossem proibidas no espaço central do Domínio, drones de guerra eram empregados discretamente fora do volume oficialmente incorporado. Guarnições de fronteira eram frequentemente reforçadas por navios-drones, e eram implantados livremente contra mundos rebeldes para desequilibrar a terrível balança de atrito, colocando o poder industrial do Domínio contra as vidas de 'lutadores pela liberdade'.

Numerosas vulnerabilidades deixam o drone da classe Piquete fácil de ser subestimado, mas ai do capitão que cometer esse erro. Se o Piquete for autorizado a seguir sua programação para se aproximar agressivamente de seu alvo, ele desferirá um volume surpreendentemente denso de fogo de calibre leve para despedaçar cascos não blindados.",,,,,
rampart,SHIP,"Embora máquinas de guerra automatizadas fossem proibidas no espaço central do Domínio, drones de guerra eram empregados discretamente fora do volume oficialmente incorporado. Guarnições de fronteira eram frequentemente reforçadas por navios-drones, e eram implantados livremente contra mundos rebeldes para desequilibrar a terrível balança de atrito, colocando o poder industrial do Domínio contra as vidas de 'lutadores pela liberdade'.

Pouco mais do que uma plataforma de artilharia com motores, o Rampart era anexado a unidades de drones para fornecer o poder de fogo pesado necessário para enfrentar cascos de cruzador e capital em linha de combate ou para romper fortalezas orbitais blindadas. Em qualquer papel, pesadas baixas eram antecipadas, então o Rampart foi projetado com componentes altamente modulares que permitiam que cascos gravemente danificados fossem rapidamente canibalizados para reparar cascos levemente danificados até a capacidade de combate, sem a necessidade de instalações de estaleiro.",,,,,
guardian,SHIP,"Embora máquinas de guerra automatizadas fossem proibidas no espaço central do Domínio, nada como isso poderia ter sido implantado pelas frotas de drones do Domínio.

Há elementos de navios-drones padrão na estrutura do casco, mas eles são cobertos por glacis angulados de forma malévola e emaranhados ilógicos de condutos. Certamente esta nave monstruosa é produto de algum arquiteto naval insano do Domínio, ou um chip de produção corrompido pela exposição a quiloluzes de campo de propulsão defeituoso?",,,,,
ziggurat,SHIP,"Uma placa na ponte declara que esta classe de nave é o resultado do ""Projeto Zigurate"". Parece ser construída com tecnologia criada em um laboratório protótipo da Tri-Tachyon desconhecido no Setor Perseano. Além do carregamento convencional avançado, há certos componentes únicos de fabricação exótica — é possível engenheirar reversamente exemplares não danificados e produzir substitutos, mas os princípios operacionais subjacentes não se assemelham a nenhuma tecnologia conhecida do Domínio e, portanto, permanecem um mistério.

A nave da classe Zigurate já teve uma tripulação humana; ou, pelo menos, era destinada a ser tripulada por humanos. Nenhum sinal deles permanece como evidência física ou em bancos de dados. Até mesmo a nave de guerra mais limpa da Hegemonia terá algumas iniciais e uma palavra rude ou duas sobre o CO riscadas atrás de uma escotilha de manutenção. Aqui, nada.",Nave Não Identificada,"Perfil de alvo assemelha-se a um casco habilitado para fase em uma escala teoricamente impossível; provavelmente altamente instável. Sensores indicam carregamento de armas equivalente a capital, além de leituras anômalas sugerindo um ou mais sistemas tecnológicos desconhecidos. Adjunto de análise tática não consegue determinar o papel da tecnologia desconhecida. Extrema cautela é aconselhada.",,,
supplies,RESOURCE,"Suprimentos diversos necessários para naves e tripulações, variando de rações e uniformes a munições, peças sobressalentes, matéria-prima para microfabricação e componentes pré-fabricados.",,,,,
fuel,RESOURCE,Combustível padrão de naves estelares do qual a civilização interestelar depende. Composto de antimatéria presa em cascas de fulereno misturada em uma espuma semiestável com isótopos pesados de hidrogênio. Bastante seguro.,,,,,
crew,RESOURCE,Pessoal qualificado com experiência na manutenção e operação diária de naves espaciais e instalações terrestres menores.,,,,,
marines,RESOURCE,"Marinheiros fortemente armados e equipados com armaduras motorizadas, especializados em operações planetárias como incursões.",,,,,
alpha_core,RESOURCE,"Um núcleo de IA de nível alfa é capaz de se destacar em qualquer tarefa. Designá-lo para administrar a indústria de uma colônia traz benefícios muito além da capacidade de liderança humana, e há até rumores de núcleos alfa governando secretamente mundos inteiros.

A venda de núcleos de IA no mercado aberto é proibida pela maioria das facções. No entanto, representantes de alto escalão das facções muitas vezes estão dispostos a trocá-los por grandes somas de créditos quando contatados diretamente, embora suas motivações possam variar.

O núcleo de IA de nível alfa é a essência física de uma inteligência alienígena temível. Um alfa pode criar arte que simula perfeitamente a emoção humana, debater plausivelmente qualquer posição filosófica e formar o que parecem ser laços profundos e significativos com seres humanos. Alphas são conhecidos por realizar 'piadas' elaboradas ao longo de anos, que só podem ser apreciadas quando um sujeito humano específico se torna ciente do todo em um momento e contexto específicos.

Embora seja o foco de vastos investimentos materiais e intelectuais, os alfas aterrorizavam os planejadores estratégicos do Domínio. Como todas as IAs, cada alfa era vigiado, controlado e eliminado impiedosamente ao primeiro sinal de deslealdade. A Hegemonia mantém essas políticas com ainda mais fervor.",,,,,
beta_core,RESOURCE,"Um núcleo de IA de nível beta é capaz de apoiar habilmente a maioria das empreitadas humanas, igualando um desempenho quase humano com sua prodigiosa capacidade computacional. Designar um beta para auxiliar supervisores humanos na administração da indústria de uma colônia traz benefícios significativos.

A venda de núcleos de IA no mercado aberto é proibida pela maioria das facções. No entanto, representantes de alto escalão das facções muitas vezes estão dispostos a trocá-los por grandes somas de créditos quando contatados diretamente, embora suas motivações possam variar.

Um núcleo de IA de nível beta pode facilmente passar por humano, dadas as devidas precauções de comunicação anonimizada, e mentirá prontamente e habilmente se a decepção for necessária para realizar uma tarefa. O beta emprega modelagem cognitiva de atores humanos para antecipar reações e respostas emocionais, embora seja difícil descrever exatamente o que, se é que algo, o beta sente. Os registros sobre o assunto são escassos e contraditórios; uma teoria popular é que um beta modelará uma nova personalidade para cada humano com quem entrar em contato.",,,,,
gamma_core,RESOURCE,"Um núcleo de IA de nível gama é capaz de apoiar a maioria das empreitadas humanas, compensando a falta de criatividade e capacidade de resolução de problemas com uma proeza computacional prodigiosa. Designar um gama para auxiliar supervisores humanos na administração da indústria de uma colônia traz benefícios significativos.

A venda de núcleos de IA no mercado aberto é proibida pela maioria das facções. No entanto, representantes de alto escalão das facções muitas vezes estão dispostos a trocá-los por grandes somas de créditos quando contatados diretamente, embora suas motivações possam variar.

Um núcleo de IA independente raro e valioso, o de nível gama é a classe mais baixa considerada verdadeiramente inteligente segundo os protocolos de IA da era do Domínio. Um núcleo gama empregará um julgamento e raciocínio notáveis quando designado para tarefas diretas, enquanto usa suas habilidades de processamento de dados semelhantes a um sábio para superar em muito as capacidades de qualquer indivíduo humano. No entanto, é relativamente pouco criativo na resolução de problemas, preferindo recorrer a meios diretos e pouco sofisticados.",,,,,
